,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
366,Master,2,26,2,28,100% Green energy & 20% lower than current,0.008333333333333333
367,Master,2,26,2,28,100% Green energy & same as current,0.005952380952380952
368,Master,2,26,2,28,100% Green energy & 20% higher than current,0.011904761904761904
369,Master,2,26,3,24,60% Green energy & 20% lower than current,0.005952380952380952
370,Master,2,26,3,24,60% Green energy & same as current,0.013095238095238096
371,Master,2,26,3,24,60% Green energy & 20% higher than current,0.009523809523809525
372,Master,2,26,3,24,80% Green energy & 20% lower than current,0.009523809523809525
373,Master,2,26,3,24,80% Green energy & same as current,0.014285714285714285
374,Master,2,26,3,24,80% Green energy & 20% higher than current,0.007142857142857143
375,Master,2,26,3,24,100% Green energy & 20% lower than current,0.008333333333333333
376,Master,2,26,3,24,100% Green energy & same as current,0.005952380952380952
377,Master,2,26,3,24,100% Green energy & 20% higher than current,0.011904761904761904
378,Master,3,22,1,20,60% Green energy & 20% lower than current,0.005952380952380952
379,Master,3,22,1,20,60% Green energy & same as current,0.013095238095238096
380,Master,3,22,1,20,60% Green energy & 20% higher than current,0.009523809523809525
381,Master,3,22,1,20,80% Green energy & 20% lower than current,0.009523809523809525
382,Master,3,22,1,20,80% Green energy & same as current,0.014285714285714285
383,Master,3,22,1,20,80% Green energy & 20% higher than current,0.007142857142857143
384,Master,3,22,1,20,100% Green energy & 20% lower than current,0.008333333333333333
385,Master,3,22,1,20,100% Green energy & same as current,0.005952380952380952
386,Master,3,22,1,20,100% Green energy & 20% higher than current,0.011904761904761904
387,Master,3,22,2,28,60% Green energy & 20% lower than current,0.005952380952380952
388,Master,3,22,2,28,60% Green energy & same as current,0.013095238095238096
389,Master,3,22,2,28,60% Green energy & 20% higher than current,0.009523809523809525
390,Master,3,22,2,28,80% Green energy & 20% lower than current,0.009523809523809525
391,Master,3,22,2,28,80% Green energy & same as current,0.014285714285714285
392,Master,3,22,2,28,80% Green energy & 20% higher than current,0.007142857142857143
393,Master,3,22,2,28,100% Green energy & 20% lower than current,0.008333333333333333
394,Master,3,22,2,28,100% Green energy & same as current,0.005952380952380952
395,Master,3,22,2,28,100% Green energy & 20% higher than current,0.011904761904761904
396,Master,3,22,3,24,60% Green energy & 20% lower than current,0.005952380952380952
397,Master,3,22,3,24,60% Green energy & same as current,0.013095238095238096
398,Master,3,22,3,24,60% Green energy & 20% higher than current,0.009523809523809525
399,Master,3,22,3,24,80% Green energy & 20% lower than current,0.009523809523809525
400,Master,3,22,3,24,80% Green energy & same as current,0.014285714285714285
401,Master,3,22,3,24,80% Green energy & 20% higher than current,0.007142857142857143
402,Master,3,22,3,24,100% Green energy & 20% lower than current,0.008333333333333333
403,Master,3,22,3,24,100% Green energy & same as current,0.005952380952380952
404,Master,3,22,3,24,100% Green energy & 20% higher than current,0.011904761904761904
405,Doctorate,1,11,1,7,60% Green energy & 20% lower than current,0.009615384615384616
406,Doctorate,1,11,1,7,60% Green energy & same as current,0.028846153846153848
407,Doctorate,1,11,1,7,60% Green energy & 20% higher than current,0.014423076923076924
408,Doctorate,1,11,1,7,80% Green energy & 20% lower than current,0.014423076923076924
409,Doctorate,1,11,1,7,80% Green energy & same as current,0.009615384615384616
410,Doctorate,1,11,1,7,100% Green energy & 20% lower than current,0.009615384615384616
411,Doctorate,1,11,1,7,100% Green energy & same as current,0.004807692307692308
412,Doctorate,1,11,1,7,100% Green energy & 20% higher than current,0.004807692307692308
413,Doctorate,1,11,2,9,60% Green energy & 20% lower than current,0.009615384615384616
414,Doctorate,1,11,2,9,60% Green energy & same as current,0.028846153846153848
415,Doctorate,1,11,2,9,60% Green energy & 20% higher than current,0.014423076923076924
416,Doctorate,1,11,2,9,80% Green energy & 20% lower than current,0.014423076923076924
417,Doctorate,1,11,2,9,80% Green energy & same as current,0.009615384615384616
418,Doctorate,1,11,2,9,100% Green energy & 20% lower than current,0.009615384615384616
419,Doctorate,1,11,2,9,100% Green energy & same as current,0.004807692307692308
420,Doctorate,1,11,2,9,100% Green energy & 20% higher than current,0.004807692307692308
421,Doctorate,1,11,3,4,60% Green energy & 20% lower than current,0.009615384615384616
422,Doctorate,1,11,3,4,60% Green energy & same as current,0.028846153846153848
423,Doctorate,1,11,3,4,60% Green energy & 20% higher than current,0.014423076923076924
424,Doctorate,1,11,3,4,80% Green energy & 20% lower than current,0.014423076923076924
425,Doctorate,1,11,3,4,80% Green energy & same as current,0.009615384615384616
426,Doctorate,1,11,3,4,100% Green energy & 20% lower than current,0.009615384615384616
427,Doctorate,1,11,3,4,100% Green energy & same as current,0.004807692307692308
428,Doctorate,1,11,3,4,100% Green energy & 20% higher than current,0.004807692307692308
429,Doctorate,2,5,1,7,60% Green energy & 20% lower than current,0.009615384615384616
430,Doctorate,2,5,1,7,60% Green energy & same as current,0.028846153846153848
431,Doctorate,2,5,1,7,60% Green energy & 20% higher than current,0.014423076923076924
432,Doctorate,2,5,1,7,80% Green energy & 20% lower than current,0.014423076923076924
433,Doctorate,2,5,1,7,80% Green energy & same as current,0.009615384615384616
434,Doctorate,2,5,1,7,100% Green energy & 20% lower than current,0.009615384615384616
435,Doctorate,2,5,1,7,100% Green energy & same as current,0.004807692307692308
436,Doctorate,2,5,1,7,100% Green energy & 20% higher than current,0.004807692307692308
437,Doctorate,2,5,2,9,60% Green energy & 20% lower than current,0.009615384615384616
438,Doctorate,2,5,2,9,60% Green energy & same as current,0.028846153846153848
439,Doctorate,2,5,2,9,60% Green energy & 20% higher than current,0.014423076923076924
440,Doctorate,2,5,2,9,80% Green energy & 20% lower than current,0.014423076923076924
441,Doctorate,2,5,2,9,80% Green energy & same as current,0.009615384615384616
442,Doctorate,2,5,2,9,100% Green energy & 20% lower than current,0.009615384615384616
443,Doctorate,2,5,2,9,100% Green energy & same as current,0.004807692307692308
444,Doctorate,2,5,2,9,100% Green energy & 20% higher than current,0.004807692307692308
445,Doctorate,2,5,3,4,60% Green energy & 20% lower than current,0.009615384615384616
446,Doctorate,2,5,3,4,60% Green energy & same as current,0.028846153846153848
447,Doctorate,2,5,3,4,60% Green energy & 20% higher than current,0.014423076923076924
448,Doctorate,2,5,3,4,80% Green energy & 20% lower than current,0.014423076923076924
449,Doctorate,2,5,3,4,80% Green energy & same as current,0.009615384615384616
450,Doctorate,2,5,3,4,100% Green energy & 20% lower than current,0.009615384615384616
451,Doctorate,2,5,3,4,100% Green energy & same as current,0.004807692307692308
452,Doctorate,2,5,3,4,100% Green energy & 20% higher than current,0.004807692307692308
453,Doctorate,3,4,1,7,60% Green energy & 20% lower than current,0.009615384615384616
454,Doctorate,3,4,1,7,60% Green energy & same as current,0.028846153846153848
455,Doctorate,3,4,1,7,60% Green energy & 20% higher than current,0.014423076923076924
456,Doctorate,3,4,1,7,80% Green energy & 20% lower than current,0.014423076923076924
457,Doctorate,3,4,1,7,80% Green energy & same as current,0.009615384615384616
458,Doctorate,3,4,1,7,100% Green energy & 20% lower than current,0.009615384615384616
459,Doctorate,3,4,1,7,100% Green energy & same as current,0.004807692307692308
460,Doctorate,3,4,1,7,100% Green energy & 20% higher than current,0.004807692307692308
461,Doctorate,3,4,2,9,60% Green energy & 20% lower than current,0.009615384615384616
462,Doctorate,3,4,2,9,60% Green energy & same as current,0.028846153846153848
463,Doctorate,3,4,2,9,60% Green energy & 20% higher than current,0.014423076923076924
464,Doctorate,3,4,2,9,80% Green energy & 20% lower than current,0.014423076923076924
465,Doctorate,3,4,2,9,80% Green energy & same as current,0.009615384615384616
466,Doctorate,3,4,2,9,100% Green energy & 20% lower than current,0.009615384615384616
467,Doctorate,3,4,2,9,100% Green energy & same as current,0.004807692307692308
468,Doctorate,3,4,2,9,100% Green energy & 20% higher than current,0.004807692307692308
469,Doctorate,3,4,3,4,60% Green energy & 20% lower than current,0.009615384615384616
470,Doctorate,3,4,3,4,60% Green energy & same as current,0.028846153846153848
471,Doctorate,3,4,3,4,60% Green energy & 20% higher than current,0.014423076923076924
472,Doctorate,3,4,3,4,80% Green energy & 20% lower than current,0.014423076923076924
473,Doctorate,3,4,3,4,80% Green energy & same as current,0.009615384615384616
474,Doctorate,3,4,3,4,100% Green energy & 20% lower than current,0.009615384615384616
475,Doctorate,3,4,3,4,100% Green energy & same as current,0.004807692307692308
476,Doctorate,3,4,3,4,100% Green energy & 20% higher than current,0.004807692307692308
477,Compulsory school,1,25,1,15,60% Green energy & 20% lower than current,0.03896103896103896
478,Compulsory school,1,25,1,15,60% Green energy & same as current,0.025974025974025976
479,Compulsory school,1,25,1,15,60% Green energy & 20% higher than current,0.04329004329004329
480,Compulsory school,1,25,1,15,80% Green energy & 20% lower than current,0.017316017316017316
481,Compulsory school,1,25,1,15,80% Green energy & same as current,0.008658008658008658
482,Compulsory school,1,25,1,15,80% Green energy & 20% higher than current,0.030303030303030304
483,Compulsory school,1,25,1,15,100% Green energy & 20% lower than current,0.008658008658008658
484,Compulsory school,1,25,1,15,100% Green energy & same as current,0.030303030303030304
485,Compulsory school,1,25,1,15,100% Green energy & 20% higher than current,0.021645021645021644
486,Compulsory school,1,25,2,15,60% Green energy & 20% lower than current,0.03896103896103896
487,Compulsory school,1,25,2,15,60% Green energy & same as current,0.025974025974025976
488,Compulsory school,1,25,2,15,60% Green energy & 20% higher than current,0.04329004329004329
489,Compulsory school,1,25,2,15,80% Green energy & 20% lower than current,0.017316017316017316
490,Compulsory school,1,25,2,15,80% Green energy & same as current,0.008658008658008658
491,Compulsory school,1,25,2,15,80% Green energy & 20% higher than current,0.030303030303030304
492,Compulsory school,1,25,2,15,100% Green energy & 20% lower than current,0.008658008658008658
493,Compulsory school,1,25,2,15,100% Green energy & same as current,0.030303030303030304
494,Compulsory school,1,25,2,15,100% Green energy & 20% higher than current,0.021645021645021644
495,Compulsory school,1,25,3,22,60% Green energy & 20% lower than current,0.03896103896103896
496,Compulsory school,1,25,3,22,60% Green energy & same as current,0.025974025974025976
497,Compulsory school,1,25,3,22,60% Green energy & 20% higher than current,0.04329004329004329
498,Compulsory school,1,25,3,22,80% Green energy & 20% lower than current,0.017316017316017316
499,Compulsory school,1,25,3,22,80% Green energy & same as current,0.008658008658008658
500,Compulsory school,1,25,3,22,80% Green energy & 20% higher than current,0.030303030303030304
501,Compulsory school,1,25,3,22,100% Green energy & 20% lower than current,0.008658008658008658
502,Compulsory school,1,25,3,22,100% Green energy & same as current,0.030303030303030304
503,Compulsory school,1,25,3,22,100% Green energy & 20% higher than current,0.021645021645021644
504,Compulsory school,2,13,1,15,60% Green energy & 20% lower than current,0.03896103896103896
505,Compulsory school,2,13,1,15,60% Green energy & same as current,0.025974025974025976
506,Compulsory school,2,13,1,15,60% Green energy & 20% higher than current,0.04329004329004329
507,Compulsory school,2,13,1,15,80% Green energy & 20% lower than current,0.017316017316017316
508,Compulsory school,2,13,1,15,80% Green energy & same as current,0.008658008658008658
509,Compulsory school,2,13,1,15,80% Green energy & 20% higher than current,0.030303030303030304
510,Compulsory school,2,13,1,15,100% Green energy & 20% lower than current,0.008658008658008658
511,Compulsory school,2,13,1,15,100% Green energy & same as current,0.030303030303030304
512,Compulsory school,2,13,1,15,100% Green energy & 20% higher than current,0.021645021645021644
513,Compulsory school,2,13,2,15,60% Green energy & 20% lower than current,0.03896103896103896
514,Compulsory school,2,13,2,15,60% Green energy & same as current,0.025974025974025976
515,Compulsory school,2,13,2,15,60% Green energy & 20% higher than current,0.04329004329004329
516,Compulsory school,2,13,2,15,80% Green energy & 20% lower than current,0.017316017316017316
517,Compulsory school,2,13,2,15,80% Green energy & same as current,0.008658008658008658
518,Compulsory school,2,13,2,15,80% Green energy & 20% higher than current,0.030303030303030304
