,income,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
1314,4500-5999,2,3,3,3,60% Green energy & same as current,0.0035971223021582736
1315,4500-5999,2,3,3,3,60% Green energy & 20% higher than current,0.001199040767386091
1316,4500-5999,2,3,3,3,80% Green energy & same as current,0.002398081534772182
1317,4500-5999,2,3,3,3,80% Green energy & 20% higher than current,0.001199040767386091
1318,4500-5999,2,3,3,3,100% Green energy & 20% lower than current,0.001199040767386091
1319,4500-5999,2,3,3,3,100% Green energy & 20% higher than current,0.001199040767386091
1320,4500-5999,3,2,1,2,60% Green energy & 20% lower than current,0.001199040767386091
1321,4500-5999,3,2,1,2,60% Green energy & same as current,0.0035971223021582736
1322,4500-5999,3,2,1,2,60% Green energy & 20% higher than current,0.001199040767386091
1323,4500-5999,3,2,1,2,80% Green energy & same as current,0.002398081534772182
1324,4500-5999,3,2,1,2,80% Green energy & 20% higher than current,0.001199040767386091
1325,4500-5999,3,2,1,2,100% Green energy & 20% lower than current,0.001199040767386091
1326,4500-5999,3,2,1,2,100% Green energy & 20% higher than current,0.001199040767386091
1327,4500-5999,3,2,2,5,60% Green energy & 20% lower than current,0.001199040767386091
1328,4500-5999,3,2,2,5,60% Green energy & same as current,0.0035971223021582736
1329,4500-5999,3,2,2,5,60% Green energy & 20% higher than current,0.001199040767386091
1330,4500-5999,3,2,2,5,80% Green energy & same as current,0.002398081534772182
1331,4500-5999,3,2,2,5,80% Green energy & 20% higher than current,0.001199040767386091
1332,4500-5999,3,2,2,5,100% Green energy & 20% lower than current,0.001199040767386091
1333,4500-5999,3,2,2,5,100% Green energy & 20% higher than current,0.001199040767386091
1334,4500-5999,3,2,3,3,60% Green energy & 20% lower than current,0.001199040767386091
1335,4500-5999,3,2,3,3,60% Green energy & same as current,0.0035971223021582736
1336,4500-5999,3,2,3,3,60% Green energy & 20% higher than current,0.001199040767386091
1337,4500-5999,3,2,3,3,80% Green energy & same as current,0.002398081534772182
1338,4500-5999,3,2,3,3,80% Green energy & 20% higher than current,0.001199040767386091
1339,4500-5999,3,2,3,3,100% Green energy & 20% lower than current,0.001199040767386091
1340,4500-5999,3,2,3,3,100% Green energy & 20% higher than current,0.001199040767386091
1341,6000-8999,1,11,1,14,60% Green energy & 20% lower than current,0.0013698630136986301
1342,6000-8999,1,11,1,14,60% Green energy & same as current,0.0027397260273972603
1343,6000-8999,1,11,1,14,60% Green energy & 20% higher than current,0.003424657534246575
1344,6000-8999,1,11,1,14,80% Green energy & 20% lower than current,0.004794520547945206
1345,6000-8999,1,11,1,14,80% Green energy & same as current,0.003424657534246575
1346,6000-8999,1,11,1,14,80% Green energy & 20% higher than current,0.00410958904109589
1347,6000-8999,1,11,1,14,100% Green energy & 20% lower than current,0.003424657534246575
1348,6000-8999,1,11,1,14,100% Green energy & same as current,0.002054794520547945
1349,6000-8999,1,11,1,14,100% Green energy & 20% higher than current,0.002054794520547945
1350,6000-8999,1,11,2,12,60% Green energy & 20% lower than current,0.0013698630136986301
1351,6000-8999,1,11,2,12,60% Green energy & same as current,0.0027397260273972603
1352,6000-8999,1,11,2,12,60% Green energy & 20% higher than current,0.003424657534246575
1353,6000-8999,1,11,2,12,80% Green energy & 20% lower than current,0.004794520547945206
1354,6000-8999,1,11,2,12,80% Green energy & same as current,0.003424657534246575
1355,6000-8999,1,11,2,12,80% Green energy & 20% higher than current,0.00410958904109589
1356,6000-8999,1,11,2,12,100% Green energy & 20% lower than current,0.003424657534246575
1357,6000-8999,1,11,2,12,100% Green energy & same as current,0.002054794520547945
1358,6000-8999,1,11,2,12,100% Green energy & 20% higher than current,0.002054794520547945
1359,6000-8999,1,11,3,14,60% Green energy & 20% lower than current,0.0013698630136986301
1360,6000-8999,1,11,3,14,60% Green energy & same as current,0.0027397260273972603
1361,6000-8999,1,11,3,14,60% Green energy & 20% higher than current,0.003424657534246575
1362,6000-8999,1,11,3,14,80% Green energy & 20% lower than current,0.004794520547945206
1363,6000-8999,1,11,3,14,80% Green energy & same as current,0.003424657534246575
1364,6000-8999,1,11,3,14,80% Green energy & 20% higher than current,0.00410958904109589
1365,6000-8999,1,11,3,14,100% Green energy & 20% lower than current,0.003424657534246575
1366,6000-8999,1,11,3,14,100% Green energy & same as current,0.002054794520547945
1367,6000-8999,1,11,3,14,100% Green energy & 20% higher than current,0.002054794520547945
1368,6000-8999,2,18,1,14,60% Green energy & 20% lower than current,0.0013698630136986301
1369,6000-8999,2,18,1,14,60% Green energy & same as current,0.0027397260273972603
1370,6000-8999,2,18,1,14,60% Green energy & 20% higher than current,0.003424657534246575
1371,6000-8999,2,18,1,14,80% Green energy & 20% lower than current,0.004794520547945206
1372,6000-8999,2,18,1,14,80% Green energy & same as current,0.003424657534246575
1373,6000-8999,2,18,1,14,80% Green energy & 20% higher than current,0.00410958904109589
1374,6000-8999,2,18,1,14,100% Green energy & 20% lower than current,0.003424657534246575
1375,6000-8999,2,18,1,14,100% Green energy & same as current,0.002054794520547945
1376,6000-8999,2,18,1,14,100% Green energy & 20% higher than current,0.002054794520547945
1377,6000-8999,2,18,2,12,60% Green energy & 20% lower than current,0.0013698630136986301
1378,6000-8999,2,18,2,12,60% Green energy & same as current,0.0027397260273972603
1379,6000-8999,2,18,2,12,60% Green energy & 20% higher than current,0.003424657534246575
1380,6000-8999,2,18,2,12,80% Green energy & 20% lower than current,0.004794520547945206
1381,6000-8999,2,18,2,12,80% Green energy & same as current,0.003424657534246575
1382,6000-8999,2,18,2,12,80% Green energy & 20% higher than current,0.00410958904109589
1383,6000-8999,2,18,2,12,100% Green energy & 20% lower than current,0.003424657534246575
1384,6000-8999,2,18,2,12,100% Green energy & same as current,0.002054794520547945
1385,6000-8999,2,18,2,12,100% Green energy & 20% higher than current,0.002054794520547945
1386,6000-8999,2,18,3,14,60% Green energy & 20% lower than current,0.0013698630136986301
1387,6000-8999,2,18,3,14,60% Green energy & same as current,0.0027397260273972603
1388,6000-8999,2,18,3,14,60% Green energy & 20% higher than current,0.003424657534246575
1389,6000-8999,2,18,3,14,80% Green energy & 20% lower than current,0.004794520547945206
1390,6000-8999,2,18,3,14,80% Green energy & same as current,0.003424657534246575
1391,6000-8999,2,18,3,14,80% Green energy & 20% higher than current,0.00410958904109589
1392,6000-8999,2,18,3,14,100% Green energy & 20% lower than current,0.003424657534246575
1393,6000-8999,2,18,3,14,100% Green energy & same as current,0.002054794520547945
1394,6000-8999,2,18,3,14,100% Green energy & 20% higher than current,0.002054794520547945
1395,6000-8999,3,11,1,14,60% Green energy & 20% lower than current,0.0013698630136986301
1396,6000-8999,3,11,1,14,60% Green energy & same as current,0.0027397260273972603
1397,6000-8999,3,11,1,14,60% Green energy & 20% higher than current,0.003424657534246575
1398,6000-8999,3,11,1,14,80% Green energy & 20% lower than current,0.004794520547945206
1399,6000-8999,3,11,1,14,80% Green energy & same as current,0.003424657534246575
1400,6000-8999,3,11,1,14,80% Green energy & 20% higher than current,0.00410958904109589
1401,6000-8999,3,11,1,14,100% Green energy & 20% lower than current,0.003424657534246575
1402,6000-8999,3,11,1,14,100% Green energy & same as current,0.002054794520547945
1403,6000-8999,3,11,1,14,100% Green energy & 20% higher than current,0.002054794520547945
1404,6000-8999,3,11,2,12,60% Green energy & 20% lower than current,0.0013698630136986301
1405,6000-8999,3,11,2,12,60% Green energy & same as current,0.0027397260273972603
1406,6000-8999,3,11,2,12,60% Green energy & 20% higher than current,0.003424657534246575
1407,6000-8999,3,11,2,12,80% Green energy & 20% lower than current,0.004794520547945206
1408,6000-8999,3,11,2,12,80% Green energy & same as current,0.003424657534246575
1409,6000-8999,3,11,2,12,80% Green energy & 20% higher than current,0.00410958904109589
1410,6000-8999,3,11,2,12,100% Green energy & 20% lower than current,0.003424657534246575
1411,6000-8999,3,11,2,12,100% Green energy & same as current,0.002054794520547945
1412,6000-8999,3,11,2,12,100% Green energy & 20% higher than current,0.002054794520547945
1413,6000-8999,3,11,3,14,60% Green energy & 20% lower than current,0.0013698630136986301
1414,6000-8999,3,11,3,14,60% Green energy & same as current,0.0027397260273972603
1415,6000-8999,3,11,3,14,60% Green energy & 20% higher than current,0.003424657534246575
1416,6000-8999,3,11,3,14,80% Green energy & 20% lower than current,0.004794520547945206
1417,6000-8999,3,11,3,14,80% Green energy & same as current,0.003424657534246575
1418,6000-8999,3,11,3,14,80% Green energy & 20% higher than current,0.00410958904109589
1419,6000-8999,3,11,3,14,100% Green energy & 20% lower than current,0.003424657534246575
1420,6000-8999,3,11,3,14,100% Green energy & same as current,0.002054794520547945
1421,6000-8999,3,11,3,14,100% Green energy & 20% higher than current,0.002054794520547945
1422,6000-8999,1,261,1,247,60% Green energy & 20% lower than current,0.05821917808219178
1423,6000-8999,1,261,1,247,60% Green energy & same as current,0.07945205479452055
1424,6000-8999,1,261,1,247,60% Green energy & 20% higher than current,0.0410958904109589
1425,6000-8999,1,261,1,247,80% Green energy & 20% lower than current,0.0636986301369863
1426,6000-8999,1,261,1,247,80% Green energy & same as current,0.04589041095890411
1427,6000-8999,1,261,1,247,80% Green energy & 20% higher than current,0.04315068493150685
1428,6000-8999,1,261,1,247,100% Green energy & 20% lower than current,0.04726027397260274
1429,6000-8999,1,261,1,247,100% Green energy & same as current,0.04315068493150685
1430,6000-8999,1,261,1,247,100% Green energy & 20% higher than current,0.06027397260273973
1431,6000-8999,1,261,2,246,60% Green energy & 20% lower than current,0.05821917808219178
1432,6000-8999,1,261,2,246,60% Green energy & same as current,0.07945205479452055
1433,6000-8999,1,261,2,246,60% Green energy & 20% higher than current,0.0410958904109589
1434,6000-8999,1,261,2,246,80% Green energy & 20% lower than current,0.0636986301369863
1435,6000-8999,1,261,2,246,80% Green energy & same as current,0.04589041095890411
1436,6000-8999,1,261,2,246,80% Green energy & 20% higher than current,0.04315068493150685
1437,6000-8999,1,261,2,246,100% Green energy & 20% lower than current,0.04726027397260274
1438,6000-8999,1,261,2,246,100% Green energy & same as current,0.04315068493150685
1439,6000-8999,1,261,2,246,100% Green energy & 20% higher than current,0.06027397260273973
1440,6000-8999,1,261,3,211,60% Green energy & 20% lower than current,0.05821917808219178
1441,6000-8999,1,261,3,211,60% Green energy & same as current,0.07945205479452055
1442,6000-8999,1,261,3,211,60% Green energy & 20% higher than current,0.0410958904109589
1443,6000-8999,1,261,3,211,80% Green energy & 20% lower than current,0.0636986301369863
1444,6000-8999,1,261,3,211,80% Green energy & same as current,0.04589041095890411
1445,6000-8999,1,261,3,211,80% Green energy & 20% higher than current,0.04315068493150685
1446,6000-8999,1,261,3,211,100% Green energy & 20% lower than current,0.04726027397260274
1447,6000-8999,1,261,3,211,100% Green energy & same as current,0.04315068493150685
1448,6000-8999,1,261,3,211,100% Green energy & 20% higher than current,0.06027397260273973
1449,6000-8999,2,223,1,247,60% Green energy & 20% lower than current,0.05821917808219178
1450,6000-8999,2,223,1,247,60% Green energy & same as current,0.07945205479452055
1451,6000-8999,2,223,1,247,60% Green energy & 20% higher than current,0.0410958904109589
1452,6000-8999,2,223,1,247,80% Green energy & 20% lower than current,0.0636986301369863
1453,6000-8999,2,223,1,247,80% Green energy & same as current,0.04589041095890411
1454,6000-8999,2,223,1,247,80% Green energy & 20% higher than current,0.04315068493150685
1455,6000-8999,2,223,1,247,100% Green energy & 20% lower than current,0.04726027397260274
1456,6000-8999,2,223,1,247,100% Green energy & same as current,0.04315068493150685
1457,6000-8999,2,223,1,247,100% Green energy & 20% higher than current,0.06027397260273973
1458,6000-8999,2,223,2,246,60% Green energy & 20% lower than current,0.05821917808219178
1459,6000-8999,2,223,2,246,60% Green energy & same as current,0.07945205479452055
1460,6000-8999,2,223,2,246,60% Green energy & 20% higher than current,0.0410958904109589
1461,6000-8999,2,223,2,246,80% Green energy & 20% lower than current,0.0636986301369863
1462,6000-8999,2,223,2,246,80% Green energy & same as current,0.04589041095890411
1463,6000-8999,2,223,2,246,80% Green energy & 20% higher than current,0.04315068493150685
1464,6000-8999,2,223,2,246,100% Green energy & 20% lower than current,0.04726027397260274
1465,6000-8999,2,223,2,246,100% Green energy & same as current,0.04315068493150685
1466,6000-8999,2,223,2,246,100% Green energy & 20% higher than current,0.06027397260273973
1467,6000-8999,2,223,3,211,60% Green energy & 20% lower than current,0.05821917808219178
1468,6000-8999,2,223,3,211,60% Green energy & same as current,0.07945205479452055
1469,6000-8999,2,223,3,211,60% Green energy & 20% higher than current,0.0410958904109589
1470,6000-8999,2,223,3,211,80% Green energy & 20% lower than current,0.0636986301369863
1471,6000-8999,2,223,3,211,80% Green energy & same as current,0.04589041095890411
1472,6000-8999,2,223,3,211,80% Green energy & 20% higher than current,0.04315068493150685
1473,6000-8999,2,223,3,211,100% Green energy & 20% lower than current,0.04726027397260274
1474,6000-8999,2,223,3,211,100% Green energy & same as current,0.04315068493150685
1475,6000-8999,2,223,3,211,100% Green energy & 20% higher than current,0.06027397260273973
1476,6000-8999,3,220,1,247,60% Green energy & 20% lower than current,0.05821917808219178
1477,6000-8999,3,220,1,247,60% Green energy & same as current,0.07945205479452055
1478,6000-8999,3,220,1,247,60% Green energy & 20% higher than current,0.0410958904109589
1479,6000-8999,3,220,1,247,80% Green energy & 20% lower than current,0.0636986301369863
1480,6000-8999,3,220,1,247,80% Green energy & same as current,0.04589041095890411
1481,6000-8999,3,220,1,247,80% Green energy & 20% higher than current,0.04315068493150685
1482,6000-8999,3,220,1,247,100% Green energy & 20% lower than current,0.04726027397260274
1483,6000-8999,3,220,1,247,100% Green energy & same as current,0.04315068493150685
1484,6000-8999,3,220,1,247,100% Green energy & 20% higher than current,0.06027397260273973
1485,6000-8999,3,220,2,246,60% Green energy & 20% lower than current,0.05821917808219178
1486,6000-8999,3,220,2,246,60% Green energy & same as current,0.07945205479452055
1487,6000-8999,3,220,2,246,60% Green energy & 20% higher than current,0.0410958904109589
1488,6000-8999,3,220,2,246,80% Green energy & 20% lower than current,0.0636986301369863
1489,6000-8999,3,220,2,246,80% Green energy & same as current,0.04589041095890411
1490,6000-8999,3,220,2,246,80% Green energy & 20% higher than current,0.04315068493150685
1491,6000-8999,3,220,2,246,100% Green energy & 20% lower than current,0.04726027397260274
1492,6000-8999,3,220,2,246,100% Green energy & same as current,0.04315068493150685
1493,6000-8999,3,220,2,246,100% Green energy & 20% higher than current,0.06027397260273973
1494,6000-8999,3,220,3,211,60% Green energy & 20% lower than current,0.05821917808219178
1495,6000-8999,3,220,3,211,60% Green energy & same as current,0.07945205479452055
1496,6000-8999,3,220,3,211,60% Green energy & 20% higher than current,0.0410958904109589
1497,6000-8999,3,220,3,211,80% Green energy & 20% lower than current,0.0636986301369863
1498,6000-8999,3,220,3,211,80% Green energy & same as current,0.04589041095890411
1499,6000-8999,3,220,3,211,80% Green energy & 20% higher than current,0.04315068493150685
1500,6000-8999,3,220,3,211,100% Green energy & 20% lower than current,0.04726027397260274
1501,6000-8999,3,220,3,211,100% Green energy & same as current,0.04315068493150685
1502,6000-8999,3,220,3,211,100% Green energy & 20% higher than current,0.06027397260273973
1503,6000-8999,1,83,1,75,60% Green energy & 20% lower than current,0.017123287671232876
1504,6000-8999,1,83,1,75,60% Green energy & same as current,0.022602739726027398
1505,6000-8999,1,83,1,75,60% Green energy & 20% higher than current,0.017123287671232876
1506,6000-8999,1,83,1,75,80% Green energy & 20% lower than current,0.02054794520547945
1507,6000-8999,1,83,1,75,80% Green energy & same as current,0.01780821917808219
1508,6000-8999,1,83,1,75,80% Green energy & 20% higher than current,0.011643835616438357
1509,6000-8999,1,83,1,75,100% Green energy & 20% lower than current,0.0136986301369863
1510,6000-8999,1,83,1,75,100% Green energy & same as current,0.015753424657534248
1511,6000-8999,1,83,1,75,100% Green energy & 20% higher than current,0.021917808219178082
1512,6000-8999,1,83,2,82,60% Green energy & 20% lower than current,0.017123287671232876
1513,6000-8999,1,83,2,82,60% Green energy & same as current,0.022602739726027398
1514,6000-8999,1,83,2,82,60% Green energy & 20% higher than current,0.017123287671232876
1515,6000-8999,1,83,2,82,80% Green energy & 20% lower than current,0.02054794520547945
1516,6000-8999,1,83,2,82,80% Green energy & same as current,0.01780821917808219
1517,6000-8999,1,83,2,82,80% Green energy & 20% higher than current,0.011643835616438357
1518,6000-8999,1,83,2,82,100% Green energy & 20% lower than current,0.0136986301369863
1519,6000-8999,1,83,2,82,100% Green energy & same as current,0.015753424657534248
1520,6000-8999,1,83,2,82,100% Green energy & 20% higher than current,0.021917808219178082
1521,6000-8999,1,83,3,74,60% Green energy & 20% lower than current,0.017123287671232876
1522,6000-8999,1,83,3,74,60% Green energy & same as current,0.022602739726027398
1523,6000-8999,1,83,3,74,60% Green energy & 20% higher than current,0.017123287671232876
1524,6000-8999,1,83,3,74,80% Green energy & 20% lower than current,0.02054794520547945
1525,6000-8999,1,83,3,74,80% Green energy & same as current,0.01780821917808219
1526,6000-8999,1,83,3,74,80% Green energy & 20% higher than current,0.011643835616438357
1527,6000-8999,1,83,3,74,100% Green energy & 20% lower than current,0.0136986301369863
1528,6000-8999,1,83,3,74,100% Green energy & same as current,0.015753424657534248
1529,6000-8999,1,83,3,74,100% Green energy & 20% higher than current,0.021917808219178082
1530,6000-8999,2,73,1,75,60% Green energy & 20% lower than current,0.017123287671232876
1531,6000-8999,2,73,1,75,60% Green energy & same as current,0.022602739726027398
1532,6000-8999,2,73,1,75,60% Green energy & 20% higher than current,0.017123287671232876
1533,6000-8999,2,73,1,75,80% Green energy & 20% lower than current,0.02054794520547945
1534,6000-8999,2,73,1,75,80% Green energy & same as current,0.01780821917808219
1535,6000-8999,2,73,1,75,80% Green energy & 20% higher than current,0.011643835616438357
1536,6000-8999,2,73,1,75,100% Green energy & 20% lower than current,0.0136986301369863
1537,6000-8999,2,73,1,75,100% Green energy & same as current,0.015753424657534248
1538,6000-8999,2,73,1,75,100% Green energy & 20% higher than current,0.021917808219178082
1539,6000-8999,2,73,2,82,60% Green energy & 20% lower than current,0.017123287671232876
1540,6000-8999,2,73,2,82,60% Green energy & same as current,0.022602739726027398
1541,6000-8999,2,73,2,82,60% Green energy & 20% higher than current,0.017123287671232876
1542,6000-8999,2,73,2,82,80% Green energy & 20% lower than current,0.02054794520547945
1543,6000-8999,2,73,2,82,80% Green energy & same as current,0.01780821917808219
1544,6000-8999,2,73,2,82,80% Green energy & 20% higher than current,0.011643835616438357
1545,6000-8999,2,73,2,82,100% Green energy & 20% lower than current,0.0136986301369863
1546,6000-8999,2,73,2,82,100% Green energy & same as current,0.015753424657534248
1547,6000-8999,2,73,2,82,100% Green energy & 20% higher than current,0.021917808219178082
1548,6000-8999,2,73,3,74,60% Green energy & 20% lower than current,0.017123287671232876
1549,6000-8999,2,73,3,74,60% Green energy & same as current,0.022602739726027398
1550,6000-8999,2,73,3,74,60% Green energy & 20% higher than current,0.017123287671232876
1551,6000-8999,2,73,3,74,80% Green energy & 20% lower than current,0.02054794520547945
1552,6000-8999,2,73,3,74,80% Green energy & same as current,0.01780821917808219
1553,6000-8999,2,73,3,74,80% Green energy & 20% higher than current,0.011643835616438357
1554,6000-8999,2,73,3,74,100% Green energy & 20% lower than current,0.0136986301369863
1555,6000-8999,2,73,3,74,100% Green energy & same as current,0.015753424657534248
1556,6000-8999,2,73,3,74,100% Green energy & 20% higher than current,0.021917808219178082
1557,6000-8999,3,75,1,75,60% Green energy & 20% lower than current,0.017123287671232876
1558,6000-8999,3,75,1,75,60% Green energy & same as current,0.022602739726027398
1559,6000-8999,3,75,1,75,60% Green energy & 20% higher than current,0.017123287671232876
1560,6000-8999,3,75,1,75,80% Green energy & 20% lower than current,0.02054794520547945
1561,6000-8999,3,75,1,75,80% Green energy & same as current,0.01780821917808219
1562,6000-8999,3,75,1,75,80% Green energy & 20% higher than current,0.011643835616438357
1563,6000-8999,3,75,1,75,100% Green energy & 20% lower than current,0.0136986301369863
1564,6000-8999,3,75,1,75,100% Green energy & same as current,0.015753424657534248
1565,6000-8999,3,75,1,75,100% Green energy & 20% higher than current,0.021917808219178082
1566,6000-8999,3,75,2,82,60% Green energy & 20% lower than current,0.017123287671232876
1567,6000-8999,3,75,2,82,60% Green energy & same as current,0.022602739726027398
1568,6000-8999,3,75,2,82,60% Green energy & 20% higher than current,0.017123287671232876
1569,6000-8999,3,75,2,82,80% Green energy & 20% lower than current,0.02054794520547945
1570,6000-8999,3,75,2,82,80% Green energy & same as current,0.01780821917808219
1571,6000-8999,3,75,2,82,80% Green energy & 20% higher than current,0.011643835616438357
1572,6000-8999,3,75,2,82,100% Green energy & 20% lower than current,0.0136986301369863
1573,6000-8999,3,75,2,82,100% Green energy & same as current,0.015753424657534248
1574,6000-8999,3,75,2,82,100% Green energy & 20% higher than current,0.021917808219178082
1575,6000-8999,3,75,3,74,60% Green energy & 20% lower than current,0.017123287671232876
1576,6000-8999,3,75,3,74,60% Green energy & same as current,0.022602739726027398
1577,6000-8999,3,75,3,74,60% Green energy & 20% higher than current,0.017123287671232876
1578,6000-8999,3,75,3,74,80% Green energy & 20% lower than current,0.02054794520547945
1579,6000-8999,3,75,3,74,80% Green energy & same as current,0.01780821917808219
1580,6000-8999,3,75,3,74,80% Green energy & 20% higher than current,0.011643835616438357
1581,6000-8999,3,75,3,74,100% Green energy & 20% lower than current,0.0136986301369863
1582,6000-8999,3,75,3,74,100% Green energy & same as current,0.015753424657534248
1583,6000-8999,3,75,3,74,100% Green energy & 20% higher than current,0.021917808219178082
1584,6000-8999,1,60,1,54,60% Green energy & 20% lower than current,0.012328767123287671
1585,6000-8999,1,60,1,54,60% Green energy & same as current,0.019178082191780823
1586,6000-8999,1,60,1,54,60% Green energy & 20% higher than current,0.009589041095890411
1587,6000-8999,1,60,1,54,80% Green energy & 20% lower than current,0.0136986301369863
1588,6000-8999,1,60,1,54,80% Green energy & same as current,0.015068493150684932
1589,6000-8999,1,60,1,54,80% Green energy & 20% higher than current,0.01643835616438356
1590,6000-8999,1,60,1,54,100% Green energy & 20% lower than current,0.010958904109589041
1591,6000-8999,1,60,1,54,100% Green energy & same as current,0.01643835616438356
1592,6000-8999,1,60,1,54,100% Green energy & 20% higher than current,0.018493150684931507
1593,6000-8999,1,60,2,74,60% Green energy & 20% lower than current,0.012328767123287671
1594,6000-8999,1,60,2,74,60% Green energy & same as current,0.019178082191780823
1595,6000-8999,1,60,2,74,60% Green energy & 20% higher than current,0.009589041095890411
1596,6000-8999,1,60,2,74,80% Green energy & 20% lower than current,0.0136986301369863
1597,6000-8999,1,60,2,74,80% Green energy & same as current,0.015068493150684932
1598,6000-8999,1,60,2,74,80% Green energy & 20% higher than current,0.01643835616438356
1599,6000-8999,1,60,2,74,100% Green energy & 20% lower than current,0.010958904109589041
1600,6000-8999,1,60,2,74,100% Green energy & same as current,0.01643835616438356
1601,6000-8999,1,60,2,74,100% Green energy & 20% higher than current,0.018493150684931507
1602,6000-8999,1,60,3,65,60% Green energy & 20% lower than current,0.012328767123287671
1603,6000-8999,1,60,3,65,60% Green energy & same as current,0.019178082191780823
1604,6000-8999,1,60,3,65,60% Green energy & 20% higher than current,0.009589041095890411
1605,6000-8999,1,60,3,65,80% Green energy & 20% lower than current,0.0136986301369863
1606,6000-8999,1,60,3,65,80% Green energy & same as current,0.015068493150684932
1607,6000-8999,1,60,3,65,80% Green energy & 20% higher than current,0.01643835616438356
1608,6000-8999,1,60,3,65,100% Green energy & 20% lower than current,0.010958904109589041
1609,6000-8999,1,60,3,65,100% Green energy & same as current,0.01643835616438356
1610,6000-8999,1,60,3,65,100% Green energy & 20% higher than current,0.018493150684931507
1611,6000-8999,2,66,1,54,60% Green energy & 20% lower than current,0.012328767123287671
1612,6000-8999,2,66,1,54,60% Green energy & same as current,0.019178082191780823
1613,6000-8999,2,66,1,54,60% Green energy & 20% higher than current,0.009589041095890411
1614,6000-8999,2,66,1,54,80% Green energy & 20% lower than current,0.0136986301369863
1615,6000-8999,2,66,1,54,80% Green energy & same as current,0.015068493150684932
1616,6000-8999,2,66,1,54,80% Green energy & 20% higher than current,0.01643835616438356
1617,6000-8999,2,66,1,54,100% Green energy & 20% lower than current,0.010958904109589041
1618,6000-8999,2,66,1,54,100% Green energy & same as current,0.01643835616438356
1619,6000-8999,2,66,1,54,100% Green energy & 20% higher than current,0.018493150684931507
1620,6000-8999,2,66,2,74,60% Green energy & 20% lower than current,0.012328767123287671
1621,6000-8999,2,66,2,74,60% Green energy & same as current,0.019178082191780823
1622,6000-8999,2,66,2,74,60% Green energy & 20% higher than current,0.009589041095890411
1623,6000-8999,2,66,2,74,80% Green energy & 20% lower than current,0.0136986301369863
1624,6000-8999,2,66,2,74,80% Green energy & same as current,0.015068493150684932
1625,6000-8999,2,66,2,74,80% Green energy & 20% higher than current,0.01643835616438356
1626,6000-8999,2,66,2,74,100% Green energy & 20% lower than current,0.010958904109589041
1627,6000-8999,2,66,2,74,100% Green energy & same as current,0.01643835616438356
1628,6000-8999,2,66,2,74,100% Green energy & 20% higher than current,0.018493150684931507
1629,6000-8999,2,66,3,65,60% Green energy & 20% lower than current,0.012328767123287671
1630,6000-8999,2,66,3,65,60% Green energy & same as current,0.019178082191780823
1631,6000-8999,2,66,3,65,60% Green energy & 20% higher than current,0.009589041095890411
1632,6000-8999,2,66,3,65,80% Green energy & 20% lower than current,0.0136986301369863
1633,6000-8999,2,66,3,65,80% Green energy & same as current,0.015068493150684932
1634,6000-8999,2,66,3,65,80% Green energy & 20% higher than current,0.01643835616438356
1635,6000-8999,2,66,3,65,100% Green energy & 20% lower than current,0.010958904109589041
1636,6000-8999,2,66,3,65,100% Green energy & same as current,0.01643835616438356
1637,6000-8999,2,66,3,65,100% Green energy & 20% higher than current,0.018493150684931507
1638,6000-8999,3,67,1,54,60% Green energy & 20% lower than current,0.012328767123287671
1639,6000-8999,3,67,1,54,60% Green energy & same as current,0.019178082191780823
1640,6000-8999,3,67,1,54,60% Green energy & 20% higher than current,0.009589041095890411
1641,6000-8999,3,67,1,54,80% Green energy & 20% lower than current,0.0136986301369863
1642,6000-8999,3,67,1,54,80% Green energy & same as current,0.015068493150684932
1643,6000-8999,3,67,1,54,80% Green energy & 20% higher than current,0.01643835616438356
1644,6000-8999,3,67,1,54,100% Green energy & 20% lower than current,0.010958904109589041
1645,6000-8999,3,67,1,54,100% Green energy & same as current,0.01643835616438356
1646,6000-8999,3,67,1,54,100% Green energy & 20% higher than current,0.018493150684931507
1647,6000-8999,3,67,2,74,60% Green energy & 20% lower than current,0.012328767123287671
1648,6000-8999,3,67,2,74,60% Green energy & same as current,0.019178082191780823
1649,6000-8999,3,67,2,74,60% Green energy & 20% higher than current,0.009589041095890411
1650,6000-8999,3,67,2,74,80% Green energy & 20% lower than current,0.0136986301369863
1651,6000-8999,3,67,2,74,80% Green energy & same as current,0.015068493150684932
1652,6000-8999,3,67,2,74,80% Green energy & 20% higher than current,0.01643835616438356
1653,6000-8999,3,67,2,74,100% Green energy & 20% lower than current,0.010958904109589041
1654,6000-8999,3,67,2,74,100% Green energy & same as current,0.01643835616438356
1655,6000-8999,3,67,2,74,100% Green energy & 20% higher than current,0.018493150684931507
1656,6000-8999,3,67,3,65,60% Green energy & 20% lower than current,0.012328767123287671
1657,6000-8999,3,67,3,65,60% Green energy & same as current,0.019178082191780823
1658,6000-8999,3,67,3,65,60% Green energy & 20% higher than current,0.009589041095890411
1659,6000-8999,3,67,3,65,80% Green energy & 20% lower than current,0.0136986301369863
1660,6000-8999,3,67,3,65,80% Green energy & same as current,0.015068493150684932
1661,6000-8999,3,67,3,65,80% Green energy & 20% higher than current,0.01643835616438356
1662,6000-8999,3,67,3,65,100% Green energy & 20% lower than current,0.010958904109589041
1663,6000-8999,3,67,3,65,100% Green energy & same as current,0.01643835616438356
1664,6000-8999,3,67,3,65,100% Green energy & 20% higher than current,0.018493150684931507
